1777371_at,884.479,858.83,822.203,3884.09,3868.54,3838.81
1779407_at,4148.59,3572.55,3899.92,711.896,878.71,436.832
1779112_at,4165.71,3803.62,4112.52,683.283,568.232,558.327
1775734_at,568.571,692.453,619.452,3999.71,2709.56,4261.69
1773900_at,4151.76,4472.31,4305.52,640.589,568.546,541.227
1773710_at,3697.51,3711.87,3911.09,626.645,487.676,472.475
1772726_at,382.304,353.597,396.901,4220.39,3707.1,4130.05
1774074_s_at,72.8894,65.6131,69.8335,3045.73,2925.73,3358.38
1779517_at,142.503,119.329,145.706,5863.36,3466.95,5273.53
1773278_at,888.9,781.723,802.077,5820.71,4250.44,5888.15
1778591_at,4391.26,5114.92,4954.71,786.989,614.75,687.541
1778666_at,1073.88,901.977,1177.55,8446.21,7700.02,8489.05
1776679_at,913.272,829.714,972.606,8563.76,7314.31,8196.14
1772622_at,934.569,784.529,863.802,6039.83,5587.83,6217.42
1771091_at,6110.38,5199.22,5540.21,957.777,629.686,576.825
1771341_at,623.091,466.166,546.52,12451.2,12130.5,12142.3
1779129_at,406.718,324.393,450.072,6020.54,5792.47,7616.69
1778375_at,330.825,284.812,308.98,7508.23,7502.6,8189.97
1777881_at,1501.96,1620.01,1449.82,4874.73,4714.09,4737.9
1769853_at,1756.86,1637.09,1487.43,5381.24,4869.24,5446.04
1780053_at,4770.38,4548.55,4661.82,1362.6,1644.52,1569.68
1780031_at,1419.53,1449.44,1374.87,5022.84,4919.77,5115.19
1779659_at,1593.07,1087.65,1253.46,4684.5,4347.61,4955.39
1778651_at,4217.98,4418.71,3955.7,1248.1,974.828,1228.6
1780091_at,3951.07,3984.16,3991.82,1033.01,836.698,999.271
1773702_at,1035.76,811.968,726.097,4441.6,3789.66,4053
1779134_at,4534.29,4846.74,4788.22,2188.82,1932.39,1955.05
1778720_at,1695.65,1566.24,1722.58,4743.31,4463.65,4433.13
1770767_at,1168.94,1232.72,1202.99,4013.57,3597.33,3985.03
1778446_at,908.202,884.879,911.622,4161.9,3242.75,3888.44
1778183_at,1659.19,1456.12,1451.25,5493.81,4425.09,5414.48
1772350_at,4927.2,5193.84,4866.75,1860.74,1516.47,1772.34
1772997_at,1334.08,1366.16,1452,5178.84,5426.59,5247
1770480_at,4822.17,5059.1,4481.02,1273.81,1449.83,2143.73
1774829_at,5263.86,4254.48,4839.62,1312.11,893.61,825.252
1777315_at,2361.22,2303.4,2048.97,5504.95,5495.99,5375.25
1778568_at,2099.89,1903.1,1837.5,5551.68,5351.43,5547.92
1773699_at,1928.37,1895.11,2308.47,5433.88,5079.67,5713.02
1775399_at,2021.86,1629.79,1827.55,5914.71,4887.27,5710.55
1771498_at,2603.84,2550.78,2651.35,5610.94,4744.59,5559.53
1778053_at,8555.41,8414.51,8450.72,5231.04,4800.38,5354.34
1779682_at,8385.83,8618.89,8198.17,5017.53,4885.02,4982.84
1777843_at,7557.97,7971.1,7861.84,4280.46,4596.72,4129.29
1777253_at,7434.53,7414.12,7592.25,4786.04,4353.68,4216.26
1776427_at,4379.79,4824.42,4703.65,9000.68,6971.18,8783.36
1771986_at,4858.13,4441.24,4455.49,8068.81,7561.59,7386.85
1771509_at,9321.62,9898.49,9648.05,4493.23,4087.38,4434.84
1769455_at,7609.6,7533.91,7861.32,5184.79,4418.82,4247.52
1779789_at,3923.7,4045.38,3962.51,8353.48,7854.23,8316.07
1777334_at,7100.6,7331.2,6891.6,3526.08,4183.17,3707.41
1776155_at,7433.12,7508.68,7661.99,4222.5,3947.56,3726.49
1774675_at,7952.39,8036.4,8120.06,4766.39,3738.29,3976.85
1774425_at,8939.86,8939.88,8519.07,3304.34,3200.37,3525.92
1774276_at,7036.47,7248.16,6973.89,4705.81,3744.48,3769.07
1774129_at,4242.48,3643.41,3635.62,7247.19,7127.91,7102.57
1774081_at,7018.24,7245.93,7334.06,4132.09,3807.66,4322.16
1773780_at,3735.04,3552.01,3400.25,10295.9,9542.77,9874.15
1771792_at,4151.93,3886.45,4053.41,7448.48,6210.44,7588.47
1771292_at,7648.02,7546.96,7264.56,4265.55,4313.87,3800.34
1769968_at,4764.7,4035.99,4221.28,8053.05,7484.17,8034.15
1780041_at,6618.76,6613.12,6626.27,3708.46,3619.95,3017.18
1777033_at,3098.52,3314.96,3210.38,13529.4,14179,13279.6
1774671_at,3306.59,3138.16,2966.74,6810.98,6233.61,6537.33
1779093_at,2571.4,2786.83,2464.54,7443.03,7357.91,7039.98
1776583_at,2593.57,2374.97,2837.26,11177.1,11781.4,10836.5
1775859_at,5962.61,6259.68,6229.15,3184.05,2740.98,2908.38
1775057_at,6438.43,6783.51,6832.02,3013.76,3018.97,2611.61
1774137_at,6976.67,6718.69,7159.84,2640.12,3614.4,2692.18
1773750_at,6444.81,7013.1,6076.18,3438.79,3044.05,3028.33
1773284_at,6808.41,6862.33,7313.23,2972.81,2724.07,2906.84
1778706_at,6922.12,7444.53,7571.68,2561.93,2677.76,2662.31
1777630_at,9342.22,9645.34,9262.48,2440.44,2701.41,1772.91
1775846_at,6819.81,6845.08,6735.37,2580.16,2525.12,2751.12
1772791_at,6891.69,6917.48,6794.83,1889.62,2606.37,2460.56
1770167_at,5850.08,5874.32,5860.57,3073.32,2742.24,2275.14
1778973_at,2453.32,2049.75,2202.87,6141.62,5883.69,5832.78
1778503_at,6414.07,6726.95,6396.83,2722.62,2242.23,2193.55
1778142_at,2440.18,2009.99,2372.14,6558.32,5456.69,6299.1
1777714_at,5997.79,5789.46,5862.69,2242.07,1999.18,3218.39
1774022_at,2145.88,1864.74,2100.49,6577.85,5740.34,6463.57
1771824_at,2980.72,1639.68,1957.62,5799.38,5844.81,5541.19
1770120_at,2430.6,2040.1,2139.26,6293.83,5438.33,6302.13
1778673_at,5216.88,5234.07,5209.66,2339.63,1961.39,1873.88
1773089_at,1802.36,1650.45,1616.59,7875.47,6938.51,7343.21
1778141_at,6952.03,7122.34,6432.28,1621.02,1612.81,2006.35
1774824_at,1568.6,1538.58,1539.91,8339.46,6970.39,8008.35
1769955_at,5110.29,5090.59,5509.36,976.936,1217.96,1310.11
1779961_at,5771.82,6093.05,6158.19,1241.78,541.298,946.462
1773993_at,7110.34,7573.35,7567.02,4665.64,4701.92,4555.84
1779478_at,6737.61,6681.79,6431.49,3931.24,3511.82,3506.68
1778479_at,5433.78,5887.36,5764.21,3038.45,2839.41,2715.31
1779782_at,8916.76,9052.53,9274.8,5248.13,6110.15,4223.87
1772558_at,12470.4,12949,13026,4936.2,7251.54,4959.32
1775421_at,5013.58,4846.57,4934.01,7811.88,7860.93,7422.48
1770884_s_at,9151.86,9693.59,9565.18,6368.24,5878.57,5300.44
1779979_at,5588.97,5489.75,5010.67,11880.1,11884.3,11878.2
1779628_at,9366.04,9318.86,9719.88,6211.75,5478.36,6066.48
1773515_at,9460.42,9186.95,9199.97,5884.15,5517.32,6021.73
1770682_at,5736.12,5737.27,5931.31,10068.1,7479.55,9498.85
1777237_at,9710.84,9657.41,9721.08,12760.3,12549.9,12782
